"CPMN","FNAC"
18087,19860715
18145,19560801
18149,19320127
18014,19460218
18087,19551002
18076,19991203
11012,19890114
14013,19350603
14035,19280308
18003,19950303
18003,19950501
18153,19601027
18100,19470610
18100,19420413
18100,19720707
18100,19420527
18100,19481002
18087,19550113
18087,19740613
11031,19711225
11012,19840824
14021,19950613
14021,19921113
14005,19940526
18087,19620309
18022,19541109
18087,19301011
28079,19761216
18100,19761003
18100,19380427
11038,19880602
11033,19941230
11026,19990616
14021,19920123
14021,19741025
14021,19310120
18013,19340914
11031,19931013
11038,19810622
11012,19730815
11022,20060410
18087,19410417
18017,19900706
18050,19990624
11006,19921226
14013,19510313
14015,19460213
14050,19501103
14021,19760409
41050,19920413
18100,19591205
18022,19660829
18022,19370302
18022,19480222
11012,19760623
14050,19920201
18101,19530526
18153,19671220
18022,19291029
18022,19460606
11034,19940619
11034,19930705
11012,19951208
14017,19810827
14035,19520505
14058,19661013
18111,19630517
18906,19680212
18140,19860215
18012,19700906
18022,19550504
18022,19400514
14035,19290326
14058,19560922
14058,19661013
18101,19300620
18101,19380425
18134,19390907
18021,19661109
18100,19530219
14052,19450329
8307,19680801
14017,19941107
14027,19951230
14027,19951230
14060,19920402
18087,19950308
18102,19901224
18102,19920616
18087,20000801
18087,20041121
11020,19890104
11031,19820225
11012,20111130
14058,19740623
14058,19330205
14058,19400203
14038,19961129
18087,19940112
18120,19800605
18127,19800122
18127,19860306
11012,19560819
18115,19390121
18140,19230124
18087,19470202
11012,19651029
11012,19690502
18087,19830111
11004,20070819
11004,19870219
23056,19691115
18013,19540518
18089,19400408
11006,20080315
18087,19920411
18087,19740912
14069,19371002
14021,19271118
14021,20120309
14066,20120724
18116,19290930
18087,19400301
4076,19750417
11012,19900830
11006,20141009
14021,19941229
18147,19960517
18087,19780308
18087,19860111
18087,19910710
18087,19280102
18045,19480809
18132,19990223
18087,19890806
18022,19990912
3059,20000427
11012,19850912
11012,20140124
14027,19540124
18087,19321004
18087,19920601
18006,19300421
18089,19501223
18087,19840507
18158,19290704
30016,19890117
11041,19700710
14058,19650202
18087,19690627
18905,19840623
18137,19371217
23064,19310824
18173,20030106
66341,19551218
18140,19741007
18111,19610622
18175,19610224
66341,19830624
18087,20060718
18087,20060618
18087,20120810
11032,19780223
14038,19961129
14021,19990905
18079,20040521
18079,20040521
18175,19350330
18022,20040905
18087,20041009
11020,19441023
11020,19950501
11020,19970630
18087,20140918
21041,19780726
11012,19750915
4013,19840305
4013,19840305
4013,19851221
4099,19230814
4099,19330701
18089,19400408
4071,19530305
4003,19470910
11031,19480908
11031,19630501
11031,19630501
11015,19640303
11012,19751018
11015,19450105
11004,19291108
11015,19591027
11012,19830309
11012,19830309
66303,19630308
66303,19630308
11015,19980505
11015,19980505
11012,19651029
11031,19670314
18003,19300320
18140,19730415
29067,19721206
29067,19650304
18173,19560213
18173,19800816
23050,19531011
29054,19840224
29054,19840224
41065,19591117
6069,19481227
11041,19760129
29067,19820910
18089,19630126
18057,19450420
41091,19700614
41091,19850110
41091,19850110
30030,19291130
11012,19690307
11012,19690307
41091,19600509
41091,19600509
41091,19901229
18087,19340224
41091,19671105
41091,19671105
14021,19611017
14021,19611017
41091,19670624
6061,19370402
41091,19891005
41091,19870430
41091,19870430
41091,20000801
41039,20010706
41038,20010808
41091,19880815
41091,19880815
18122,19450904
66110,19931014
18087,19690308
41091,19900708
23050,19580308
23044,19550525
29067,19480807
29067,19780316
29067,19780126
29067,19660703
29067,19930719
41091,19711011
18098,19420301
18087,19700902
41091,19820304
11027,19790219
11027,19730624
23050,20000919
18107,19881219
18109,19730103
18184,19801228
18165,19591230
23050,19670618
23050,19930403
23050,19881217
23060,19580711
23060,19650519
4013,19730227
4052,19730227
4071,19440308
51001,19840623
18051,19500219
23060,19780610
23060,19641215
23060,19850802
29067,19730327
29067,19661029
29067,19430108
11012,19710522
3083,19750511
25120,19761210
18909,19690808
18087,20000205
18158,19710308
18158,19810328
18022,19310920
18022,19541030
23007,19490703
29067,20000415
4053,19830126
4013,19830525
11027,20060516
18087,19700726
23007,19211101
23087,19891219
41039,19770602
4013,19850131
66341,19561218
4013,19810108
18087,19740326
18087,19850216
28079,19730717
23005,19160403
23086,19220822
8270,19931023
4013,19851221
11006,19821105
18087,19910425
18087,19901224
18175,19300327
18087,19841019
21029,19310208
21035,19670423
23018,19830214
23007,19520419
23005,19610528
23050,19870811
23050,19510726
23005,19790322
29067,19941215
29067,19650505
29015,19760213
41091,19380301
18089,19590511
14029,19671127
18107,19870416
23002,19180824
29094,19880920
14013,19790324
14017,19941107
18165,19350213
18087,19690418
18087,19800107
23086,19970101
23050,19711212
23056,19800719
23002,19940709
41042,19770912
11020,19730603
14021,19830222
18063,20070504
23064,19680602
23092,19810223
23050,19780308
23026,19510610
23902,19230817
18087,19871109
11038,19810617
11006,19710309
14037,19850912
14038,19780109
18022,19591028
21041,19450412
18135,19600101
23050,19820901
23044,19610419
29067,19960829
14066,19801223
14021,19800317
14021,19570727
21010,19720913
29067,19300303
11007,19650417
18087,19640420
23058,19670308
23050,19740617
23050,19660423
23066,19750527
23026,19220409
23029,19570527
23088,19330530
23088,19741104
66343,19571220
4079,19730620
4086,19630228
11006,19400429
11006,19761123
14056,19770107
14021,19610127
14021,19790809
14021,19590527
14060,19440305
66341,19830610
4029,19820628
14057,19630427
14065,19550813
23056,19770913
14073,19740802
18134,19480426
18134,19590601
18108,19240503
18018,19410529
18087,19871030
18087,19610326
18087,19960824
18087,19960824
18122,19480419
18122,19480419
23067,19490101
8114,19781121
41091,19740630
11012,19660924
11039,19151009
14013,19341229
18121,19580122
4013,20011004
4006,19741019
4035,19810521
4086,19800314
41091,20001128
18006,19510624
4003,19690618
18087,19390930
41091,20010922
29015,19480310
4013,19740122
4013,19550116
18089,19811102
30030,19701120
4902,19990422
11012,19440604
11006,20070719
18175,19900416
23050,19350918
23050,19410914
23050,19570612
23901,19620210
23050,19250504
23050,19250503
23050,19530613
29094,19931025
29094,19930315
41091,19910910
41045,19930807
41091,19971119
18087,19920620
18087,19970415
39087,19931213
41091,19900209
41014,19940429
41029,20080116
14049,19920802
6083,19680312
23050,19640119
23050,19520214
29067,19931015
11038,19550501
21043,20000730
41097,19970128
41039,19940328
14049,19580624
14049,19570625
14021,19870524
14057,19800927
43005,19630419
23093,19290228
23050,19340111
23050,19301021
23050,19661013
23050,19410819
29067,19920727
18087,19850627
11022,19920407
23087,19640515
23050,19580128
41039,19990915
41091,20000212
41091,20001128
41039,19860925
41039,19840826
11038,19810622
11006,19700401
18089,19300530
18140,19930417
23060,19720406
29067,19880429
29067,19880208
41005,20031110
41017,20040129
11022,19920701
11032,19930415
11020,19980726
23050,19970403
23063,19550829
41039,19950328
11020,19570328
14021,19900926
14021,19920123
14021,19920511
14021,19871206
18140,19980616
18158,19440803
23055,19840124
29067,19840127
29067,19820920
41039,19800224
41039,19830630
41013,19971218
11006,19560626
11007,19920226
14010,19320105
14013,19900119
14021,19871110
14021,19610127
14021,19890216
14021,19920524
14021,19891216
14021,19921113
18158,19371209
18175,20000712
18158,20010112
23065,19630418
23082,19810110
29067,19880325
29067,19950724
14021,19921026
11032,20070120
29067,19890626
29051,19961119
29067,19971031
29084,19950505
41091,19751129
41091,19920703
14043,19851225
14055,19710312
18122,20060215
23010,19920826
23086,19831029
29067,19881102
29067,19900216
41091,19930430
29067,20031119
11020,19910712
11020,19951214
14058,19411003
23093,19621215
23056,19950509
23056,19880119
23056,19320614
29067,19820420
29067,19891023
29067,19920326
41091,19951127
29051,20070621
41082,19810922
41091,19780608
11020,19941205
11020,19950501
11020,19910121
14021,19970321
14021,19970709
14055,19500531
14069,19890420
21053,19480530
18087,19750726
29067,19790705
41039,19941108
41068,19910105
14038,19200831
4013,19950516
4003,19500905
11012,19740209
11007,19211021
11020,19830227
14021,19990707
21041,19940619
21044,19980305
23050,19800905
23058,19960104
23050,19900511
29067,19831010
41068,19910320
41091,19941027
11031,19770422
11020,19970630
21070,20051106
23050,19891223
23044,19990131
23009,19961104
29067,19860802
29023,19460529
41068,19650913
41091,19960227
4102,19800915
41091,19750307
41091,19830526
41091,19910405
41091,19801229
4013,19450531
4013,19930222
11012,19851231
11012,19880626
11031,19880213
11031,19660915
23062,19911010
23050,19600909
23058,20010222
23050,20030407
29006,19970315
41091,19840809
41091,19900623
14060,19920402
41091,19620315
29084,19500311
4013,19820708
11041,19840425
11041,19640820
11020,19960205
18087,19961118
18064,19220622
18083,19680816
18102,19901224
18111,19390204
23050,19700519
23050,19920922
23058,19641117
23050,19900226
23050,19430103
18089,19400307
41091,19920209
15036,19800923
14021,19970930
41097,19640113
11031,19540926
18087,19841004
18180,19570513
23050,19571209
23050,19700507
23050,19600421
29005,19810406
29049,19930903
29067,19910316
11020,19570914
18098,19890630
41091,19920407
4013,19970402
4013,19971119
11006,20031122
18087,19910319
23051,19320326
23050,19580925
23050,19600317
41091,19950926
11012,19880626
18127,19940514
18109,19730913
41091,19911115
41091,19910714
14012,20010211
14038,19310820
11020,19400814
14021,19780922
14021,19591030
14021,19960330
14021,19660325
41086,19800705
41086,19800705
14043,19931026
14035,19420208
14055,19740107
14055,19710602
14060,19930226
14021,19791208
14058,19650202
66110,19931014
14058,19411003
14058,19411003
11026,19490923
11038,19680830
11012,19820102
11023,19530202
18017,19340329
11012,19840824
8019,19620426
11004,19800115
11012,19540813
23010,19551225
11006,19730406
11006,19851018
11031,19620510
11022,19720506
66341,19680119
11012,19630504
11020,19750104
11020,19431014
11027,19310409
11020,19620719
11012,19730808
11022,19840502
30027,19690208
11031,19570308
11038,19880620
14055,19360316
11032,20040201
11032,20040129
14013,19770225
11028,19990629
11004,20021107
11004,20070819
11012,19981228
11038,20010831
4029,19690919
4079,19900124
23095,19420328
4902,20090121
18064,19220720
18087,19780622
18087,19780622
18193,19850423
18087,19810809
18087,19801203
18051,19340308
18102,19830318
18102,19830324
18102,19820308
18102,19830308
18164,19980527
18087,19560308
14021,19770109
18905,19840623
18057,19950901
18057,19540304
14058,20020429
15030,19620925
18087,19840902
18087,19961017
14021,19430519
14017,20020818
18087,19640119
18135,19220204
14054,19780718
14001,19561103
14055,19500727
14055,19250327
18087,19600525
18087,19771011
18087,19700303
18014,19890825
18140,19820226
14058,19271121
14058,19300609
14021,19620818
18087,19280110
18017,19900706
11012,19880704
11006,20080820
11020,20000723
11015,20010526
11012,19880527
11018,19300115
11020,20110721
11004,19750909
11012,19830612
23050,19290215
11038,19930610
41076,19360924
11020,19720427
30016,19651219
11012,19680427
11012,19691202
11020,19730603
14021,19690425
11022,20100605
11012,19840714
41091,20071224
41046,20090126
41091,20080908
41001,20100621
41079,19970819
41091,19790911
41058,19290822
41091,19770118
18089,19340322
41046,19980321
41056,20020325
41042,19830718
4063,19570803
41053,19950217
41053,19950217
29094,20110731
29094,19661227
18153,19780830
18907,19271024
18059,19460410
18087,19800105
11006,19800413
11006,19780530
11006,19560308
11006,19761030
18087,19910620
18087,19910620
18067,19491030
18014,20060720
23050,19900224
23050,19910919
23050,19870126
23050,19910415
23055,19640127
18087,19640605
21050,20110413
23024,19530713
18087,19860105
18147,19950423
18127,19800118
23020,19911212
23087,19290502
11014,19520403
18102,19350223
18144,19230529
23087,19921209
23075,19870818
14013,19681215
30030,19890126
18193,19810308
18076,19610404
18902,19690731
18908,19760923
11012,19860730
11012,19680130
14021,19480610
28079,19930721
23093,19260715
23056,19920404
23056,19911124
23056,19400513
23038,19630825
18087,19510425
18087,19700807
18087,19270525
18087,19771011
18905,19550630
23002,19290214
23044,19250127
4070,19660408
11902,20120226
14042,19520107
18087,19791208
18087,19260602
18087,19260602
18022,19210414
21055,19490117
23092,19891202
23092,19510211
23092,19680504
23092,19820829
18087,19901015
14049,19920808
18022,19320528
18135,19221128
8101,19781230
18087,19670116
23026,19360426
23026,19200725
7040,19910624
11006,19540222
11012,19830814
14021,19500830
14021,19861206
18087,19331215
23902,19890124
23020,19981224
11020,19881217
11020,19900728
11020,19480420
23056,19660724
14021,19660513
37270,19600822
18087,19210916
18087,19950816
21035,20000905
23099,19921001
23050,19540418
4013,20000411
14038,19450628
11027,19860309
11032,19480827
11020,19910121
11020,19711007
14055,19320104
18087,19441101
18132,19760220
21055,20030913
23035,19740908
28079,19930410
11041,19470213
14058,19330306
18124,19900402
18057,19350329
18037,20120319
23050,19420901
23050,19900225
23050,19890315
23050,19901108
14058,19450911
14021,19970709
14069,19890420
23058,19570729
18024,19920722
23050,19850825
23050,19860825
23050,19720528
23050,19241215
3014,19750322
29067,19970808
41091,19900209
29067,20050812
41004,19710308
41068,19910320
41004,19651227
41091,19971206
41058,19711026
29015,19690330
29023,19460529
41078,19501213
29070,19960408
29067,19771231
29094,19180406
41021,19500308
11012,19650715
18911,19480114
29015,20000124
29015,20000124
29067,19520708
29067,19910316
28079,19450211
66303,19961115
29067,19960101
29067,19831010
29015,19650308
18905,19240805
41101,20010623
29015,19851204
41042,20080925
52001,19970603
41016,20090830
41058,20100621
41004,20071108
18087,19880926
18087,19890628
18175,19650120
18087,19911114
18087,19850330
18059,19430525
18056,19820406
18087,19940312
18087,19361020
18087,19850313
18089,19820227
18087,19980428
18087,19980522
18122,19880425
18122,19880424
18087,19901226
18158,19820428
18136,19860615
18087,19980708
18022,19700510
18087,19890717
18103,19900330
18154,19590728
18087,19860111
23050,19840526
18087,19860715
18028,19560829
18127,19610316
18127,19500307
18087,19850315
3014,19860812
18158,20030129
51001,19641024
8077,19901122
18140,19850913
18087,19861012
18087,19391218
18087,19391218
18087,19910710
18173,19520901
18127,19500307
18087,20021202
18087,19710929
18087,19400322
18087,19850204
18122,19900504
18087,20010108
11012,20081028
11020,19850820
11020,19860225
11020,19861129
11020,19951214
11020,19860323
11020,19500318
11012,19990217
11023,19530316
11028,20000822
11012,19770508
11038,19870430
11038,19891105
11012,19861030
11028,19940108
11004,20090720
11006,19890613
11006,19840430
11006,19881013
11020,19830227
11006,19900131
11006,19761010
11006,19761030
11012,19780108
11031,19540906
11012,19880622
11012,19470715
11022,20060410
11012,19851231
11020,19830710
18003,19860105
18003,19790615
18087,19900923
18087,19851225
18082,19830715
14058,19520202
18098,19890424
28079,19770129
18087,19881204
18012,19340117
18102,19660124
18102,19260308
18087,19870525
14050,19480118
14021,19891130
14050,19981215
18173,19881028
18173,19870206
18062,19260531
14021,19871110
14021,19920524
23010,19890619
14055,19740821
18087,19920411
14055,19320104
18003,19431123
13054,19400829
14021,20000407
14021,20000407
14005,20080403
14021,20120309
11012,19891019
11020,19890105
4013,19790318
11020,19880305
11020,19880304
29067,19370112
4013,19990521
11020,19250915
4016,19890411
4070,19660408
31251,19220326
41091,19961025
41069,19900405
41091,19481018
41091,19960227
41091,19860630
36021,19980120
18098,19330108
41091,19881212
41091,19860602
41091,19890708
41039,19881209
11026,19530322
41091,19860901
41082,19980515
41091,19851023
41091,19951111
41039,19570505
41091,19270904
29067,19850615
23098,19191222
23902,19501214
28079,19460404
23050,19800123
23044,19620908
23044,19590108
23056,20001011
29067,19810822
29094,19490906
29067,19891023
23026,19760818
23026,19760818
23026,19310707
23088,19891105
29067,19900803
29094,19890822
29094,19890424
23050,20100205
23048,19811028
23050,19971003
29005,19810406
23050,19361004
23050,19340113
23050,19800322
23097,19590407
23050,19910328
23086,19740121
23093,19301004
23092,20110921
23050,19781201
23050,19990611
23002,19810322
23002,19730308
23050,19590117
29067,19660915
29067,19781125
29015,19950425
29015,19950425
23009,19680501
23044,19240815
23044,19660307
23050,19890706
23044,19350202
29015,19891030
29067,19810414
23092,19890713
29067,19970808
29049,20050114
29011,20080314
29067,19870628
29067,19641009
29067,20000330
18087,19950710
18087,20041009
21010,20101012
18087,20060617
21043,20010919
18087,19960518
18087,20060623
41091,19950627
41091,19950627
21043,19670822
21021,19701011
18057,19820706
23050,19950509
23050,19430620
11012,19910129
11012,19790901
51001,19730624
42173,19950201
41023,20100712
41016,20090830
41091,20000229
41091,19961023
11012,19830515
4076,19531203
4076,19750417
41091,19921023
7040,19981029
28079,19730709
4013,19920825
4013,19930517
66340,19930510
23050,19530220
11020,19650315
4013,19930222
8015,19660102
14038,19450628
11012,19741121
41101,20010506
29067,19820420
41091,19900623
41091,19910405
41058,20090714
4013,19950516
4013,19751024
29017,19790202
23050,19260426
41039,19681217
4013,20000411
29001,19970108
29015,19490423
41004,20071108
41068,20071108
29067,19730108
29015,19840601
41091,19820427
23025,19290618
41091,19900707
14021,19620224
29095,19731111
41091,19881024
28079,20110221
11006,19570323
41091,19820614
29067,19970315
41091,19400226
29067,19830720
29067,19640712
29094,20120611
41091,19530429
41091,19671101
18087,19510314
29095,19710905
14066,19431006
14021,19900410
11006,20070719
18115,19640816
11006,19941127
11006,19580114
23064,19250525
18014,19600704
4013,19890917
11023,19231003
14013,19960906
18035,19290926
11012,19380331
11020,19630927
14013,19890326
14013,19900119
18140,19640201
18087,19770421
11020,19450219
14055,20030614
4013,20011004
4013,19830218
4013,19830218
11022,19571011
11012,19580720
11012,19880609
11012,19880609
11012,19880609
11031,19931013
11015,19830103
14058,19230517
14021,19710211
14015,19381209
18057,19260309
18089,19640529
23050,19670322
14021,19561214
29067,19770316
14069,19570512
41091,19671101
41091,19680601
41091,19830119
41091,19830119
41091,19830119
41091,19481018
41091,19491130
41091,19491130
11010,19270422
41046,19370524
41091,19500814
41091,19500814
41091,19290419
41091,19801219
41091,19801219
11012,19790901
51001,19921230
41091,19740227
11022,19571011
29067,19811102
66345,19900222
29051,20070621
29051,19961119
29067,20031119
18098,19890630
18175,19590323
18087,19920620
18087,19880418
14021,19530325
18017,19770118
18087,19990226
18184,19350305
18127,19940514
23019,19550418
14021,19990412
18057,19391013
18140,19770827
46250,19640216
14060,19920402
18905,19221202
18087,19530228
18109,19730913
18087,19970415
14021,19970930
18175,19700613
18140,19650227
18087,19721025
11012,20070220
14021,19931105
14021,19931105
18087,19770226
18157,19660706
18140,19980616
23035,19690811
23050,19670327
23050,19310207
23087,19230312
28079,19740816
18087,19551231
29067,19730727
29067,19701206
29067,19600221
29067,19430506
29067,19450901
29067,19880208
29067,19490228
41090,19310726
23050,19571027
29067,19590718
29067,19690328
14009,19480119
23056,19270106
29067,19660628
30030,19510914
29067,19781209
29015,19710416
29015,19620111
29015,19770711
14001,19640815
29067,19670607
29067,19811223
29067,19841020
23061,19561017
29094,19551005
29067,20060204
29097,20060309
29067,19790520
11004,19570308
29067,19840127
41091,19800207
41091,19730119
23055,19640127
18087,19640302
18083,19680817
18098,19220308
18087,19290725
18101,19720108
18102,19781221
18087,19251108
18119,19230524
18105,19410320
18028,19500820
18087,19610308
18158,19470106
18022,19810214
18087,19740909
18022,19270329
18087,19740214
18087,19980704
23050,19820207
23050,19730821
23050,19850802
18173,19730721
29067,19490305
28079,19730222
29067,19590308
29067,19931015
29012,19710505
14058,19540504
29067,19820920
18087,19350313
29067,19911220
14009,19840927
14010,19781104
18147,19600828
18087,19681121
18011,19940322
18028,19900815
18087,19370314
29067,19760318
29049,19690613
29069,19431225
29051,19740715
29067,19740224
4013,19460412
29067,19730420
29067,19670602
41091,19660804
41091,19770629
18089,19620601
11014,19660902
29084,19681208
11012,19800726
11012,19540813
14019,19731123
14024,19720223
41086,19800705
18087,19350807
66341,19820308
23050,19370919
23050,19700807
23050,19590326
23050,19910102
29067,19621130
28079,19380904
29067,19771025
29067,19880325
29067,19540308
41091,19971206
4049,19790223
11041,19840814
28079,19810528
11012,19281015
14052,19450329
14038,19400913
18087,19790318
18103,19900329
23060,19720406
23060,19950322
23060,19930201
29094,19861030
29045,19650308
29067,19681109
29067,19691113
29067,19560423
28079,19460212
29067,19881102
29067,19530602
14038,19800526
8019,19620726
18087,19781129
18107,19850320
23055,19840903
18102,19410118
18087,19730105
29012,19781221
18087,19500420
28079,19461209
29067,19740208
14021,19340820
29067,19590827
29067,19660223
41082,19980515
14011,19680220
18087,19690327
11020,19590516
23087,19290716
23092,19851111
23050,19650618
23050,19530419
23050,19311120
23005,19670205
23050,19780228
28079,19700119
18098,19350804
29017,19650410
29067,19920727
29067,19640403
29067,19280802
66228,19560731
29067,19540308
29067,19920326
11031,19711231
14021,19620510
14021,19630924
14021,19900926
18157,19430526
18100,19541230
18087,19690701
18099,19600510
18087,19690627
23010,19890808
23051,19171115
23093,19440416
23093,19761108
18087,19850627
13033,19341121
29067,19820308
29067,19430624
4013,19400515
2039,19520306
14060,19771227
41091,19780928
41034,19640831
66303,19961115
14013,19330308
14021,19660220
14021,19630415
18087,19941120
18087,19760514
18154,19610407
41091,19610131
23044,19420621
23044,19340814
23017,19290612
23044,19460904
29067,19640603
51001,19621215
29067,19830403
11012,19830103
11020,19550812
11020,19801201
11020,19430323
11020,19781027
11006,19280713
11020,19760402
14021,19891216
14021,19790717
23044,19360128
29069,19750703
18087,19791009
23058,19810313
23050,19900511
23067,19240624
66110,19681031
23063,19510617
23088,19280917
23902,19580506
29067,19650602
29067,19720514
29067,19820922
29067,19790705
29067,19750315
14043,19730903
18087,19780314
18087,19610117
14015,19350405
21050,19560103
23050,19871223
18105,19980805
23044,19210508
23044,19320315
23050,19311213
23012,19561011
29067,19790412
29067,19780118
29067,19510215
29067,19940330
29067,19660628
29067,19530130
29067,19740227
23050,19410601
11004,19770126
11019,19421116
14066,19220527
29070,19960408
41087,19670123
11012,19680906
14060,19750706
14037,19850512
8019,19711116
18132,19870906
18108,19310501
18905,19790308
18022,19270422
18022,19690301
18021,19670202
18115,19390122
18102,19390122
41047,19361217
23062,20030702
23050,19300213
23050,20040807
23050,20051231
11012,19540815
29067,19650120
18087,19611014
23050,19630216
29067,19701012
6015,19500308
29067,19860802
29015,19650228
29067,20000421
41091,19670709
14055,19500731
14021,19990321
24098,19620923
23075,19170925
29067,19880429
29015,19760731
29025,20040316
11022,19740528
6015,19771207
18006,19810824
